segment_id,start,end,transcript,asr_confidence
390,1869.02,1871.58,"On off, up and down channels, up and down volume.",0.6151
391,1871.6,1872.81,And they skipped to a channel.,0.4605
392,1874.49,1881.12,Is it going to include any of the more advanced features or are we going to eliminate those?,0.6976
393,1881.68,1887.15,"I think we include the mute, but apart from that, I think we just go for the simpleness.",0.5731
394,1888.53,1894.84,Is it not an option still that we include some things just as a sort of under a door?,0.8178
395,1894.82,1913.56,"What I'd be a bit worried about is if someone had previously developed habits of expecting to control surround sound or this and that with their controller and then they get ours, it doesn't have that.",0.8251
396,1913.58,1915.36,I don't know if that would be a problem.,0.4028
397,1916.54,1924.49,"Another thing that you were saying about categorizing the controls, maybe I could suggest we break them down into three simple categories.",0.7408
398,1925.13,1929.7,"One would be audio controls, one would be video controls, the other one would be a device.",0.6942
399,1930.52,1942.8,"This may not map very well to advanced functionality especially, but I think that from a manufacturer's point of view, from a person designing the device, but I think from a point of view of a person using a device,",0.8018
400,1942.78,1945.33,You know a TV is something they see and something they hear.,0.7169
401,1946.25,1949.83,And it's something they do other things to like turn it on and turn it off.,0.5934
402,1950.67,1955.66,So what we could have is like three buckets where we could throw things into like if we want this feature let's throw it into there.,0.7221
403,1956.26,1959.63,And then from there decide when it's basic or it's non-basic.,0.6362
404,1959.67,1961.93,It might help with the visualization.,0.8258
405,1961.95,1965.08,And it would actually help with the component build as well.,0.7126
406,1965.06,1966.58,"OK. OK, great.",0.4713
407,1966.6,1966.88,Right.,0.956
408,1968.6,1971.52,"OK, well, I've got five minutes to wrap up now.",0.8147
409,1972.36,1973.57,Next thing we're doing is having lunch.,0.7026
410,1975.07,1978.49,And then we're going to have 30 minutes of working on the next stage.,0.8023
411,1979.97,1985.1,So I'll be putting the minutes of this meeting into the project documents folder.,0.8694
412,1986.88,1995.06,"So I guess just to confirm that we know what we're doing in the next, well, in the 30 minutes after lunch anyway.",0.8642
413,1995.04,2000.35,"For our industrial designer, you're going to be thinking about the components concept.",0.6793
414,2001.37,2004.15,"User interface designer, you're going to be thinking about our user interface.",0.6656
415,2004.41,2006.62,"And marketing, you're going to be thinking about trend watching.",0.4996
416,2007.46,2009.82,And you'll all get specific instructions as well.,0.8023
417,2010.38,2020.75,"So I know just to ask now, if you've got anything else you thought about while we've been talking, do you want to start with David?",0.7562
418,2021.27,2022.35,Anything else to say at all?,0.764
419,2023.51,2023.69,No?,0.964
420,2023.93,2024.71,OK.,0.813
421,2024.69,2048.47,Yeah just I just wanted to ask then before we wrap up should we agree for a sake of sort of clarity and when we when we resume that we'll use this idea David's proposal we think of these three sort of buckets and yeah okay we're talking about this yeah okay great just about the three buckets and what would go in the device functions one,0.7979
422,2048.61,2078.61,things like on off because they don't have anything to do with what you see yeah I mean in terms of picture and the entertainment value you know okay so and channel and channel because the on off also goes you know like on off like power not on off sound yeah video although you don't turn off the video on your TV but you might want to you know turn off the sound say you want to pick up the phone there's a mute button right okay you have you have a choice of putting it on to,0.6869
423,2078.59,2091.18,"Okay, so you're going to have audio which is going to be like, you know, you base settings and actual volume.",0.5597
424,2091.24,2097.39,"Okay, and then visual.",0.699
425,2097.37,2116.55,"Okay, so brightness contrast things like that and then just actual device things like what channel you're watching turning on and off stuff like that, okay I suppose quite likely what would happen is in the device category there might be some which are just like the habitual standard and then others which are maybe a bit more like",0.7773
426,2116.53,2119.89,"random, which we have no other place to push.",0.8328
427,2120.98,2125.49,"Even if it doesn't match very clearly, what happens is that people at least have some in their mind.",0.7839
428,2125.53,2127.79,"It's easy to use, I think that's one thing.",0.8354
429,2129.6,2133.73,"And I guess from the component point of view of the bill as well, because things are like fixed.",0.4925
430,2133.71,2134.69,Okay.,0.568
431,2135.41,2142.44,"So yeah, I guess just things to think about are, you know, like the fact it's got to look good because of who we're, you know, targeting this at.",0.7409
432,2143.72,2150.67,"Something maybe kind of quirky in design, maybe make it kind of ergonomic kind of to hold, you know, things like that.",0.85
433,2152.26,2154.16,"So I guess, I guess that's it.",0.8277
434,2154.32,2158.47,It's the meeting over.,0.7977
435,2162.6,2166.46,Then we get to go find out what was picked up for lunch for us.,0.7854
