segment_id,start,end,transcript,asr_confidence
464,1574.88,1576.06,The constraints do come in.,0.5242
465,1576.08,1579.31,"Actually, let's take each point and everybody discuss it, I think, yeah.",0.6237
466,1579.61,1581.69,So still on the topic of room for creativity.,0.7666
467,1583.17,1584.04,Next up is Craig.,0.6742
468,1585.64,1586.84,I agree with his points.,0.587
469,1587.58,1592.89,"It's quite a lot of fun to go through and then you start off at the end and go, right, got everything out because we don't have enough money.",0.5083
470,1593.27,1593.85,Yeah.,0.674
471,1593.87,1595.73,Yeah.,0.692
472,1596.24,1601.16,I think another point is that the meetings are more brainstorming sessions than meetings.,0.8134
473,1601.22,1616.04,"So time is also a very strong factor and structure because for brainstorming meeting, you want a structure that allows you to, allows ideas to get tossed, to be evaluated and to be reviewed and to get feedback and come back.",0.8112
474,1616.06,1622.11,"And I guess that point about the room not being very friendly to that, I think that's a very big thing.",0.8441
475,1622.15,1624.13,"And I think the fact that we're wearing these things,",0.832
476,1624.12,1626.9,"I feel it, because I wear my glasses.",0.7648
477,1627.8,1629.22,But that irritates me.,0.9378
478,1629.3,1635.17,It does actually affect whether you feel comfortable to communicate.,0.8088
479,1635.21,1639.52,"I feel like I'm hiding behind the equipment, rather than the equipment is helping me.",0.7637
480,1640.14,1642.84,So you think a more relaxed atmosphere would be more conducive?,0.5278
481,1642.9,1643.78,Not so much an atmosphere.,0.6006
482,1643.8,1648.73,"An atmosphere is very relaxed, but the gear creates boundaries to that.",0.7116
483,1649.87,1653.84,And the time given also restricts.,0.8455
484,1654.49,1655.05,Very good.,0.589
485,1655.99,1657.51,What about leadership?,0.8543
486,1659.2,1664.6,"I don't know if that means like, if I did a good job or something, I don't really care.",0.6703
487,1664.62,1669.67,"I mean, my sense on that is sort of what kind of guidance and direction and encouragement.",0.6805
488,1669.69,1672.05,From like your personal coach person and stuff like that.,0.767
489,1673.19,1676.82,"Yeah, from in you as well, I think, just sort of acting as a team leader.",0.4991
490,1676.8,1692.07,"My personal views on leadership is that effective leadership sort of gives people a certain room for freedom and delegation, but then to come back with something that they take great ownership.",0.6588
491,1692.05,1694.96,innovative thought with.,0.4713
492,1695.1,1710.59,"In reality, I think here the different elements of leadership, such as the original briefing and then the personal coach and then having you with the meeting agenda is actually quite a confining framework to work within.",0.7965
493,1711.09,1717.76,"And so it is leadership, almost at the point of sort of disempowering the team member.",0.7973
494,1717.74,1733.4,but it's not bad leadership it's just sort of fairly strong you know it turns it turns the individual into more of like a sort of a predetermined mechanism as opposed to it.,0.6902
495,1733.38,1734.74,Yeah.,0.182
496,1734.76,1735.0,"Oh, yeah.",0.2385
497,1735.06,1736.6,I think controlling is not the right word.,0.6336
498,1736.64,1738.59,I think the interactions are very structured.,0.4477
499,1738.61,1745.95,I think structure is probably what you're saying that each individual is structured to one particular task rather than controlling.,0.7036
500,1745.98,1750.76,"I don't think there's a sense of control because decisions have been made in terms of a consensus, right?",0.6068
501,1750.92,1752.26,We go around and we think about it.,0.91
502,1752.34,1756.95,But that process actually says you have to do it in a certain way.,0.7774
503,1757.71,1761.84,It doesn't tell you sometimes you might want to be a bit more creative in terms of,0.7755
504,1761.82,1763.32,the process.,0.9105
505,1765.74,1771.53,What about teamwork?,0.8017
506,1771.55,1774.56,That was a bit hard because we could only discuss things in the meeting.,0.788
507,1776.08,1779.6,If we could just go up to somebody outside the meeting and have a quick talk with them it would have been a lot easier.,0.3319
508,1781.15,1790.81,"I think you tried to use the common shared folder to communicate, but it just comes back to us so slow in the email.",0.84
509,1791.9,1795.9,It doesn't have a messenger.,0.8416
510,1796.05,1798.68,Did you guys get the email I sent you?,0.6462
511,1798.7,1799.12,"Oh, that's all right.",0.0658
512,1799.14,1800.32,I was wondering if that got there.,0.4216
513,1800.34,1801.7,OK. OK.,0.5555
514,1803.1,1814.05,"So to summarize the teamwork issue, saying that if we could communicate outside the meeting, just quick questions, quick thoughts, whatever, it probably would be a bit easier.",0.7276
515,1814.07,1819.42,"I think the tools that they were given, the tools that they were given to us are fancy, but they don't support collaboration.",0.7983
516,1819.58,1820.4,I think that's the word.,0.5506
517,1820.42,1822.34,They don't support the team working together.,0.7079
518,1823.3,1825.18,They're still very individual tools.,0.8162
519,1825.16,1846.54,"Yeah, I mean sort of taking upon that idea, the way I see this is that it's the structure in which we've approached this whole task is quite contrary to the principle of teamwork because the tasks were sort of divided and then the work went on in isolation.",0.7859
520,1846.56,1850.34,"I don't know what you guys did while you were together, maybe that was a bit different.",0.5084
521,1850.32,1877.14,but actually if you imagine the entire completely same task given to us but us said okay first thing we have to do is come up with let's say a design concept and we sit here together and do it yeah well that's what teamwork is just to say okay go off and don't talk to each other it's actually sort of predisposes you to quite the contrary of teamwork,0.7698
522,1877.12,1880.05,"Not that we haven't done, I think, the best we could have done.",0.8338
523,1880.55,1882.81,I'm not dissatisfied with it.,0.6544
524,1882.83,1883.13,Right.,0.882
525,1883.93,1886.19,Anything else to say on teamwork at all?,0.5846
526,1886.59,1887.47,"No, not really.",0.2503
527,1887.49,1887.77,Okay.,0.718
528,1888.47,1895.16,"What about the, you know, how we use the whiteboards, the digital pens, the projector, stuff like that?",0.7386
529,1896.46,1900.11,"Did anybody think anything was, like, really useful, anything was pretty unfavorable?",0.7235
530,1901.88,1919.9,I think the white board for me is the kind of thing I would use all the time but it's not quite as useful to us as it could have been maybe just in the way that we use it in the sense that once we have an idea out there or while work was going on in between meetings that could have been,0.8509
531,1919.88,1923.91,"up on a board, you know, as opposed to in, like, in text.",0.8039
532,1925.71,1928.62,And then we could then keep our ideas sort of building on that.,0.8591
533,1928.64,1934.29,"I know that people who design cars and, you know, in aviation, they quite often just have a simple, like, fiberglass prototype.",0.7454
534,1934.65,1942.6,"And it's completely, you know, abstract from the final product, but they use it as a kind of a context to sort of walk around and puzzle and",0.693
535,1942.58,1970.65,point that point and discuss and and and in a way everybody's as we discuss things in theoretically and out of our notebooks we're just we're actually just each of us discussing something that's in each of our minds it wasn't until we had yeah this year you know like at one point I peeked across and looked at Craig's paper and I'm like now I know what he's thinking because I saw his book but the whiteboard could have actually been this kind of continuing so do you think producing a prototype earlier in the process would have been a good idea,0.7433
536,1971.18,1977.15,I think the focus of it a lot was the PowerPoint as opposed to the whiteboard.,0.8167
537,1977.39,1982.48,And I think that that is also the hinders and things.,0.6405
538,1982.54,1992.07,"I think it would be cooler to have the whiteboard rather than the PowerPoint, or maybe the whiteboard and the PowerPoint in the same place, you know, in the center.",0.7729
539,1992.13,1995.96,"Yeah, because the PowerPoint was provided to us while we had time to prepare.",0.7239
540,1995.94,2003.36,"Whereas I can imagine if I'd been encouraged to use paintbrush, for example, or whatever, I would have actually used it.",0.831
541,2005.95,2009.66,Just because that's sort of what we were set up to use while we had our time.,0.7751
542,2009.72,2010.15,OK.,0.323
543,2010.17,2013.61,I think that there were too many PowerPoints in the meetings.,0.3773
544,2014.53,2017.04,"The plug-in and the plug-in spent, we spent a lot of time doing that.",0.7292
545,2017.06,2018.84,And a lot of information on the PowerPoints.,0.7156
546,2019.42,2025.25,"I don't think, you know, we needed it to actually, we could have gone through them very verbally, especially my slides, I felt that.",0.7133
547,2025.49,2028.15,"OK. You know, as opposed to having to present them.",0.5679
548,2028.33,2029.75,What about the digital pens?,0.718
549,2029.81,2033.46,Did you find them easy enough to use?,0.8375
550,2034.06,2035.3,I think clunky.,0.0693
551,2035.32,2036.18,"Yep, clunky.",0.7595
552,2036.94,2039.65,Agreed.,0.932
553,2039.93,2041.34,Okay.,0.858
554,2043.53,2049.59,Having to take it before you go off was a bit hindering as well because you're halfway through a thought and then you run out of paper and then you have to jump.,0.7158
555,2049.72,2060.66,"I think at the very start of today, I wrote a whole load of stuff, didn't click note on one, then went back and wrote one tiny wee thing on another page, but then did click note.",0.6861
556,2061.02,2065.27,"So I'm quite worried that I've just written over the top of it or something, but they'll have my paper anyway.",0.728
557,2066.25,2066.89,I haven't done that.,0.4485
558,2066.91,2068.73,But I think the pen is very intuitive.,0.5084
559,2068.83,2069.88,Everybody knows how to use it.,0.6575
560,2069.89,2070.78,We don't have to worry.,0.539
561,2071.2,2072.38,So I think the pen's good.,0.5373
562,2073.16,2074.34,It's not the best thing.,0.72
563,2074.32,2081.45,"On the topic of the technology, it just occurred to me that we actually didn't need to move our computers because each computer has all of the files.",0.8545
564,2082.57,2087.57,It just occurred to me that they only needed one computer.,0.6578
565,2087.64,2099.47,And the computer may not be conducive to a meeting because you tend to look at your computer and want to have the urge to check something.,0.7549
566,2100.57,2104.33,"It's useful, but... Do you think the computers just provide distraction in the meeting?",0.6539
567,2104.31,2106.93,I think too many computers are just distracting.,0.7279
568,2110.22,2112.51,I like to have things written down in front of me actually.,0.8682
569,2113.13,2120.94,"A lot of the stuff that was emailed to me, I ended up writing down there or something, so I could look at it really quickly and not have the distraction of all of that.",0.8192
570,2121.66,2126.25,I don't know about anybody else.,0.727
571,2126.23,2126.81,What else?,0.7995
572,2129.28,2132.52,I'm not really sure what they're looking for in the same new ideas find.,0.6606
573,2135.13,2135.61,I don't know.,0.8053
574,2135.73,2140.34,Can you think of anything else that would have been helpful today at all?,0.7664
575,2143.98,2160.44,"Well, the main one for me is that the process in a natural context would not have been interrupted by this necessity to discommunicate ourselves from each other.",0.7916
576,2160.42,2162.64,That's kind of a new idea for me.,0.7364
577,2162.72,2175.96,It's hard to keep working forward on a team-based project when you're told you must now work away from your team.,0.8131
578,2175.94,2196.35,I think it was quite good that we had time limits on the meetings because they really could have run on and like my experience of meetings is that they really do and you can spend a lot of time talking about the only thing is so like when we had our meeting about the conceptual design I thought there maybe another 15 minutes would have been useful there but,0.8038
579,2196.33,2198.07,Yeah.,0.613
580,2198.83,2217.0,"I think maybe if we'd all been working in the one room and they just said, you know, like every hour or something, everybody make sure, you know, just to have a short meeting and then just to have like something written down, just like, you know, a milestone if you like, rather than having meetings.",0.7859
581,2218.4,2219.56,There you go.,0.4133
582,2220.78,2223.73,"So in closing, I haven't got my five minutes to go.",0.9103
583,2223.77,2224.61,"Think, oh, there it is.",0.568
584,2225.21,2225.87,Five minutes to go.,0.7955
585,2226.57,2227.03,Wonderful.,0.876
586,2227.65,2229.2,"OK, are the costs within the budget?",0.6386
587,2229.26,2229.82,"Yes, they are.",0.9003
588,2229.86,2232.12,And is the project evaluated?,0.7576
589,2232.18,2232.68,"Yes, it is.",0.9177
590,2233.52,2234.24,So now you celebrate.,0.311
591,2234.3,2235.61,Woo.,0.439
592,2235.62,2236.81,So we have Ninja Homer.,0.6476
593,2237.41,2238.03,"Oh, yeah.",0.5835
594,2238.91,2240.85,"Well, apparently now I write the final report.",0.8401
595,2240.87,2242.47,What are you guys doing now?,0.2815
596,2242.49,2243.22,I don't know.,0.512
597,2243.24,2245.12,"Oh, wow.",0.6105
598,2245.7,2246.49,That is lovely.,0.5317
599,2246.51,2249.97,I said ninja homo.,0.6285
600,2249.99,2251.27,What do you call it?,0.8422
601,2251.33,2251.71,Ninja homo.,0.491
602,2252.76,2255.84,"See, it looks like Homer Simpson.",0.8048
603,2255.92,2258.06,So is that just the logo?,0.504
604,2258.16,2259.34,Or is it doing a thing?,0.632
605,2259.36,2260.61,"Yeah, it's just the logo.",0.4506
606,2260.65,2262.93,"And then like, ninja homo.",0.7428
607,2262.95,2263.85,"Right, OK.",0.349
608,2265.73,2271.36,The red is supposed to represent whatever else you want to print on the side of it.,0.7672
609,2271.38,2271.96,"Oh, it's coming.",0.2047
610,2271.98,2273.49,Crashing technology or something.,0.397
611,2273.89,2275.03,You can wear a Homer.,0.662
612,2275.15,2276.81,You can throw Homer when you're frustrated.,0.8053
613,2279.84,2281.18,It's cool.,0.608
614,2281.56,2283.96,I'm slightly gutted that we couldn't get plastic and rubber.,0.6947
615,2284.0,2285.18,I think that would have been nice.,0.681
616,2288.03,2290.19,Maybe from our own real reaction she gave us more money.,0.5918
617,2290.45,2291.37,"Oh, I did learn something.",0.7548
618,2291.69,2292.73,Play-doh is useful.,0.7143
619,2293.97,2294.64,"No, it is.",0.6553
620,2294.72,2300.06,"It is useful in conceptualizing, in being creative.",0.7565
621,2300.04,2304.33,It's like you say it's something you can put your hands on and feel and touch and get a sense for.,0.726
622,2304.37,2307.35,Like we were playing with the Play-Doh and the ideas came with the Play-Doh.,0.7801
623,2307.63,2308.01,Did they?,0.726
624,2308.03,2309.26,Rather than with everything else.,0.8674
625,2309.28,2310.38,You might want to write that down.,0.5896
626,2311.14,2312.7,I'm just feeling with the Play-Doh.,0.738
627,2312.9,2313.96,Play-Doh.,0.454
628,2314.86,2316.16,I forgot how good the Play-Doh smells.,0.4283
629,2317.01,2318.89,"Yeah, it smells funny, doesn't it?",0.5522
630,2318.91,2321.65,"The Play-Doh are actually edible, aren't they?",0.2783
631,2321.67,2322.55,"No, all Play-Doh is edible.",0.1894
632,2322.57,2323.47,I think it has to be edible.,0.3041
633,2323.49,2324.15,It's just sweet.,0.4197
634,2324.17,2326.56,It's the stuff that your mom could make with preservatives.,0.7973
635,2326.54,2330.32,So what are your summarizing words about Play Doh?,0.708
636,2331.28,2333.0,It's helpful to the creative process.,0.8112
637,2333.62,2342.87,"It engages all your senses, not just your sight, but your sense of feel, your sense of touch, and it helps you to understand dimension as well.",0.8618
638,2343.05,2353.24,"I think that's very helpful because it starts to pop up, whereas on a piece of paper, on a computer, on a board, even with a 3D graphic thing, it still requires a lot of tangible.",0.6961
639,2353.51,2354.83,"Yeah, tangible.",0.7555
640,2354.97,2355.61,That's a nice word.,0.739
641,2355.87,2359.23,It becomes tangible.,0.683
642,2359.25,2360.05,Tangible.,0.817
643,2362.65,2363.21,Okay.,0.767
644,2364.78,2375.56,I don't know if there's anything else we need to discuss.,0.4854
645,2377.11,2378.43,That's about it really.,0.7485
646,2381.57,2383.63,"Does it still, I guess?",0.6088
647,2383.65,2387.17,Do we retreat to continue our...,0.8178
648,2387.19,2389.76,I think we could probably do it here as long as we know it.,0.6374
649,2389.9,2391.3,"Well, I don't know.",0.6385
650,2391.32,2395.2,I'm sure it'll a little thing will pop up any minute now.,0.6852
651,2395.93,2396.95,Can we turn off the microphones?,0.4742
652,2398.39,2399.11,"Yeah, yeah.",0.626
653,2399.17,2401.45,"The meeting's over then, yeah, I guess.",0.4503
654,2401.47,2403.14,And my microphone has no signal.,0.869
655,2417.56,2429.93,I think the time has to run out for us to get any more instructions.,0.8053
656,2448.36,2449.06,That's really cool.,0.529
657,2449.08,2451.71,I can see my talk.,0.7502
658,2451.73,2456.11,I can see my own voice on there.,0.4458
659,2456.14,2456.8,"See you ready, watch.",0.5855
